,ID,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Scale,Activity,Category,center_X,center_Y
6123,6124,004188039.jpg,917,713,913,622,967,562,1032,560,1050,633,1092,721,1000,561,980,457,977.5613,437.1153,969.4387,370.8847,913,568,927,520,943,463,1016,451,1048,520,1028,570,2.001807183521929,football,sports,999.5,561.0
6125,6126,058422479.jpg,904,795,906,723,914,655,832,646,820,718,810,792,873,651,868,510,873.4204,470.6434,885.5796,382.3566,911,636,998,614,935,509,801,511,748,605,726,648,2.673604308793655,football,sports,873.0,650.5
6127,6128,004915852.jpg,500,752,579,694,560,613,540,611,587,669,544,737,550,612,575,510,586.3567,494.7936,622.6433,446.2064,635,594,610,590,606,516,544,503,502,540,525,559,1.8192569911917336,football,sports,550.0,612.0
6128,6129,057349958.jpg,550,1033,569,905,608,771,533,756,482,901,470,1035,571,764,613,582,616.6484,543.8133,624.3516,463.1867,704,747,692,679,680,595,545,569,434,631,384,662,2.42981480775799,football,sports,570.5,763.5
6431,6432,036784718.jpg,646,267,685,212,672,171,642,166,630,215,586,258,657,169,688,92,692.517,83.5488,714.483,42.4512,747,182,738,147,728,96,647,88,621,120,614,155,1.397987124404227,"skiing, downhill",winter activities,657.0,168.5
6432,6433,020966092.jpg,1409,654,1355,603,1322,538,1369,526,1403,593,1468,633,1346,532,1314,459,1316.7734,473.9765,1306.2266,417.0235,1233,540,1259,514,1282,469,1346,449,1395,477,1391,493,1.7376397785502034,"skiing, downhill",winter activities,1345.5,532.0
6433,6434,088467498.jpg,472,447,576,369,641,289,677,305,636,400,572,465,659,297,700,176,700.0776,175.651,715.9224,104.349,587,212,566,201,641,157,759,194,772,261,782,315,2.191240744418559,"skiing, downhill",winter activities,659.0,297.0
6434,6435,061622425.jpg,847,632,823,585,772,523,845,506,881,576,933,624,809,515,805,401,805.7398,409.5817,799.2602,334.4183,688,465,707,435,754,405,855,396,892,424,937,456,2.263264898327193,"skiing, downhill",winter activities,808.5,514.5
6435,6436,042872514.jpg,264,598,370,506,396,416,448,450,457,533,367,622,422,433,497,322,494.339,327.923,530.661,247.077,385,353,338,353,437,295,556,349,549,423,558,510,2.6589140640494566,"skiing, downhill",winter activities,422.0,433.0
6436,6437,018233518.jpg,1147,768,1109,652,1076,590,1103,579,1173,667,1197,753,1090,585,1077,475,1077.224,474.2532,1097.776,405.7468,982,564,973,529,1024,471,1129,478,1169,513,1215,555,2.1456859043205743,"skiing, downhill",winter activities,1089.5,584.5
6440,6441,033771077.jpg,680,772,737,671,778,561,810,563,822,664,774,764,794,562,812,428,810.6058,405.4936,806.3942,337.5064,682,496,705,464,747,419,877,437,910,478,960,518,2.0435263639111683,"skiing, downhill",winter activities,794.0,562.0
6441,6442,080967426.jpg,1082,753,1052,623,1046,492,1115,498,1140,618,1191,745,1081,495,1073,319,1069.9047,291.9681,1061.0953,215.0319,924,434,953,397,997,328,1148,310,1214,366,1222,395,2.323170247743372,"skiing, downhill",winter activities,1080.5,495.0
6442,6443,069567766.jpg,997,701,886,583,917,478,973,457,1020,589,1123,724,945,468,915,307,904.8536,284.9272,868.1464,205.0728,762,455,816,399,847,325,983,288,1041,346,969,385,2.63661601299848,"skiing, downhill",winter activities,945.0,467.5
6450,6451,031060097.jpg,914,519,874,434,943,406,979,406,939,448,995,523,961,406,906,308,907.1938,309.3132,854.8062,251.6868,824,394,860,370,880,318,931,298,955,346,935,362,2.3363972265006647,"skiing, downhill",winter activities,961.0,406.0
6452,6453,067400137.jpg,1267,610,1272,554,1349,406,1377,420,1286,502,1330,584,1363,413,1233,335,1216.279,333.4565,1119.721,324.5435,1076,455,1154,417,1215,351,1250,319,1220,366,1149,398,2.909053454304338,"skiing, downhill",winter activities,1363.0,413.0
6456,6457,005829720.jpg,856,433,880,360,867,350,896,357,916,372,900,438,882,354,894,314,892.605,325.6251,898.395,277.3749,806,360,827,332,876,312,912,315,946,349,958,380,1.4578888846547942,"skiing, downhill",winter activities,881.5,353.5
6457,6458,099842123.jpg,1187,735,1148,617,1141,501,1095,499,1064,631,1069,756,1118,500,1034,485,1067.3231,472.1834,987.6769,502.8166,1211,585,1170,516,1066,480,1001,489,1018,552,1052,646,2.560024999877931,"skiing, downhill",winter activities,1118.0,500.0
6461,6462,085628513.jpg,976,598,1040,487,1096,409,1134,429,1078,513,1056,620,1115,419,1127,372,1113.375,380.9267,1169.625,344.0733,1112,345,1096,336,1096,357,1157,387,1165,427,1134,455,2.0174280656320813,"skiing, downhill",winter activities,1115.0,419.0
6494,6495,000925252.jpg,-1,-1,1100,968,991,680,1148,672,1013,883,-1,-1,1070,676,1089,290,1091.9904,233.5815,1101.0096,63.4185,922,419,850,491,959,281,1218,299,1340,446,1308,611,5.112056337717729,track and field,sports,1069.5,676.0
6495,6496,046056601.jpg,555,804,546,612,522,456,625,470,611,646,596,713,574,463,576,231,577.962,193.5253,584.038,77.4747,481,379,481,302,486,237,666,225,702,350,623,302,3.4862839815482616,track and field,sports,573.5,463.0
6496,6497,048833491.jpg,964,820,956,650,962,479,978,427,871,494,1047,470,970,453,922,287,900.549,246.0481,855.451,159.9519,925,503,904,372,882,294,962,279,1038,353,971,331,2.9157777693095883,track and field,sports,970.0,453.0
6497,6498,002256970.jpg,816,946,867,732,720,571,662,569,641,778,518,994,691,570,724,302,732.7271,259.4034,757.2729,139.5966,715,530,626,424,725,302,723,302,720,403,747,494,3.668861403760028,track and field,sports,691.0,570.0
6500,6501,023227336.jpg,-1,-1,184,673,124,514,211,530,75,622,-1,-1,168,522,214,310,215.7279,279.0903,221.2721,179.9097,112,346,68,410,126,288,302,331,373,367,365,482,2.9800617443267843,track and field,sports,167.5,522.0
6501,6502,053480098.jpg,-1,-1,-1,-1,535,515,625,513,636,696,-1,-1,580,514,595,280,594.3125,235.7729,592.6875,131.2271,466,488,449,388,513,269,676,291,702,401,658,432,3.136755011154043,track and field,sports,580.0,514.0
6502,6503,050840598.jpg,-1,-1,575,676,540,542,635,550,-1,-1,-1,-1,588,546,569,293,572.303,250.8388,582.697,118.1612,400,483,412,360,461,289,676,297,714,433,654,319,3.992521008084992,track and field,sports,587.5,546.0
6504,6505,067097471.jpg,341,607,312,658,338,485,400,482,413,634,392,715,369,484,369,307,366.827,255.6632,363.173,169.3368,270,450,262,387,288,306,450,307,476,405,456,439,2.592111108729716,track and field,sports,369.0,483.5
6505,6506,075393768.jpg,-1,-1,-1,-1,581,324,548,343,-1,-1,-1,-1,565,334,388,246,348.5068,49.8655,338.4932,0.13453,510,301,479,242,406,233,370,259,447,279,498,381,1.521872530798818,track and field,sports,564.5,333.5
6506,6507,052762446.jpg,285,626,305,562,294,492,303,499,351,553,332,622,299,496,345,499,352.1196,517.554,370.8804,566.446,327,553,290,556,332,501,358,497,378,564,395,617,1.5710378735091015,track and field,sports,298.5,495.5
6507,6508,051746101.jpg,453,714,443,639,445,522,494,520,490,665,470,782,470,521,463,370,464.8504,349.9822,472.1496,271.0178,353,486,362,399,396,369,530,371,532,460,502,384,2.379028373096882,track and field,sports,469.5,521.0
6512,6513,077718591.jpg,728,773,749,627,745,499,794,505,762,632,734,765,770,502,784,341,785.6602,309.8721,790.3398,222.1279,736,276,736,340,719,338,848,344,854,443,861,520,2.636069801807228,track and field,sports,769.5,502.0
6513,6514,028540529.jpg,1115,809,1131,663,1171,508,1164,519,1214,696,1301,795,1168,514,1177,322,1167.2936,291.1678,1135.7064,190.8322,1082,395,1185,418,1190,319,1164,324,1143,439,1084,427,3.1557034081168016,track and field,sports,1167.5,513.5
6515,6516,043239636.jpg,769,735,754,612,839,535,882,541,862,660,900,727,861,538,838,374,844.5555,358.2355,873.4445,288.7645,823,533,849,468,843,381,833,367,771,375,678,381,2.2571486437538844,track and field,sports,860.5,538.0
6518,6519,018887019.jpg,1158,1076,1158,934,1180,747,1117,742,1038,927,-1,-1,1149,745,1122,482,1120.9912,469.3901,1111.0088,344.6099,1105,564,1177,545,1165,460,1079,504,1018,605,1059,576,3.755367358861181,track and field,sports,1148.5,744.5
6519,6520,070114113.jpg,988,537,1058,511,1113,427,1158,427,1230,486,1273,553,1136,427,1115,310,1112.8825,302.6392,1096.1175,244.3608,972,361,1039,356,1079,322,1151,297,1164,325,1184,333,1.8192569911917336,track and field,sports,1135.5,427.0
6602,6603,082472316.jpg,725,869,715,757,641,683,612,683,629,786,515,814,627,683,588,552,593.0341,523.3276,605.9659,449.6724,717,631,641,619,598,554,577,550,636,616,689,633,2.243454479145944,soccer,sports,626.5,683.0
6603,6604,040215638.jpg,657,1041,652,946,633,856,645,856,652,941,667,1046,639,856,649,760,641.6724,740.0157,623.3276,689.9843,607,740,591,774,633,759,664,760,671,819,666,873,1.598659438404565,soccer,sports,639.0,856.0
6604,6605,010239446.jpg,644,878,651,803,620,755,661,744,707,768,716,831,641,750,631,661,637.8378,649.3758,664.1622,604.6242,662,744,648,711,650,665,611,656,609,715,633,744,1.5575981510004435,soccer,sports,640.5,749.5
6605,6606,006150574.jpg,805,938,825,851,835,793,877,801,870,879,870,957,856,797,858,676,854.7056,663.5385,838.2944,601.4615,781,778,805,728,825,680,890,671,909,719,907,752,1.9262896978388269,soccer,sports,856.0,797.0
6606,6607,005133437.jpg,696,930,736,818,725,663,672,679,701,800,712,906,699,671,676,525,674.2041,506.6823,667.7959,441.3177,780,537,769,555,723,515,628,535,586,564,608,559,1.970340072170284,soccer,sports,698.5,671.0
6609,6610,071793702.jpg,32,1050,203,869,83,696,49,696,90,896,116,1062,66,696,70,474,81.4307,440.6449,119.5693,329.3551,198,684,121,581,133,465,6,482,-1,-1,6,660,3.529305880764657,soccer,sports,66.0,696.0
6612,6613,022112326.jpg,608,349,625,366,630,385,583,383,608,452,628,510,607,384,632,267,641.0192,258.5722,683.9808,218.4278,600,402,616,342,653,283,611,250,606,297,655,311,1.7639591832012436,soccer,sports,606.5,384.0
6613,6614,027426185.jpg,804,499,818,461,821,390,785,392,785,430,780,505,803,391,802,274,795.3036,252.3989,777.6964,195.6011,825,348,855,327,844,265,759,283,756,348,756,353,1.7839282496782205,soccer,sports,803.0,391.0
6615,6616,014451522.jpg,1203,457,1242,562,1300,413,1312,416,1305,543,1298,670,1306,415,1381,267,1395.0463,255.3389,1472.9537,190.6611,1235,432,1282,353,1363,286,1398,247,1372,300,1365,337,3.0376833278009743,soccer,sports,1306.0,414.5
6616,6617,013394122.jpg,1008,393,1065,349,1131,380,1150,377,1117,469,1152,563,1141,379,1152,262,1146.7037,256.0091,1096.2963,198.9909,1142,351,1154,309,1161,255,1142,268,1122,327,1087,362,2.283155710852854,soccer,sports,1140.5,378.5
6617,6618,094378889.jpg,1341,689,1374,518,1531,422,1584,453,1497,636,1528,814,1558,438,1559,252,1533.9743,224.6337,1445.0257,127.3663,1454,489,1514,376,1526,261,1591,242,1673,333,1653,432,3.954177537744101,soccer,sports,1557.5,437.5
6622,6623,079100407.jpg,1129,809,1050,636,910,487,840,506,908,720,862,891,875,497,890,266,907.5441,241.6246,985.4559,133.3754,891,444,910,333,937,258,843,273,771,408,775,509,4.001167829521775,soccer,sports,875.0,496.5
6623,6624,051021292.jpg,1311,891,1215,681,1325,443,1179,449,1039,597,1109,827,1252,446,1214,144,1199.185,133.4568,1065.815,38.5432,1367,373,1353,261,1257,130,1171,158,1252,264,1243,415,4.910859802519311,soccer,sports,1252.0,446.0
6624,6625,012784974.jpg,417,427,415,378,388,342,412,345,379,385,349,400,400,344,414,285,415.4675,281.9836,430.5325,251.0164,357,304,368,283,397,283,430,286,435,300,440,314,1.0331156760014826,soccer,sports,400.0,343.5
6626,6627,039688798.jpg,560,403,548,349,551,308,579,302,600,362,622,390,565,305,546,236,546.8258,231.3755,555.1742,184.6245,487,295,506,273,523,239,569,232,593,265,625,297,1.4247189196469596,soccer,sports,565.0,305.0
6627,6628,026292425.jpg,487,492,508,432,486,361,460,358,463,435,425,435,473,360,489,281,492.8295,268.9644,506.1705,227.0356,545,359,509,325,507,282,470,279,459,328,496,353,1.32,soccer,sports,473.0,359.5
6632,6633,090340776.jpg,726,915,697,756,755,629,752,622,613,571,538,665,754,626,755,446,747.0748,438.315,663.9252,357.685,760,610,760,542,755,446,755,446,801,530,712,561,3.474699411459933,soccer,sports,753.5,625.5
6638,6639,072231117.jpg,399,430,382,368,373,322,337,309,318,349,307,400,355,316,361,238,363.3612,221.4715,368.6388,184.5285,407,277,398,259,389,242,332,234,306,265,302,284,1.1195427638102975,soccer,sports,355.0,315.5
6640,6641,044215614.jpg,571,419,571,367,572,298,534,299,566,378,604,434,553,299,568,217,571.9829,209.1715,593.0171,167.8285,608,299,601,266,591,220,545,213,572,235,615,243,1.3915861453751257,soccer,sports,553.0,298.5
6644,6645,038644335.jpg,462,230,451,240,449,257,414,265,449,369,471,444,432,261,458,179,457.4067,181.0766,470.5933,134.9234,413,231,427,197,457,176,459,182,482,214,524,214,1.44,soccer,sports,431.5,261.0
6649,6650,038547043.jpg,326,565,376,458,398,384,443,389,490,472,437,573,421,387,448,252,447.7652,252.3767,496.2348,174.6233,267,254,334,266,389,242,507,261,557,301,623,323,2.7487073325474287,soccer,sports,420.5,386.5
7901,7902,030714995.jpg,586,272,547,233,551,174,525,206,521,277,568,340,538,190,475,139,468.0985,136.4904,415.9015,117.5096,564,133,545,128,502,128,447,149,393,147,358,136,1.666229275940139,skateboarding,sports,538.0,190.0
7904,7905,023769876.jpg,618,467,615,409,632,372,653,372,645,401,668,470,643,372,639,314,628.2327,309.3641,577.7673,287.6359,596,384,607,353,618,315,659,313,672,364,667,401,1.6483300640345064,skateboarding,sports,642.5,372.0
7905,7906,008118779.jpg,822,274,743,271,712,180,728,126,688,204,779,222,720,153,626,145,605.582,143.1268,537.418,136.8732,528,279,567,264,592,199,660,90,749,82,797,111,2.0535082176606942,skateboarding,sports,720.0,153.0
7907,7908,033636871.jpg,451,359,447,262,495,325,518,317,523,279,603,377,507,321,520,200,513.2584,209.8193,572.7416,123.1807,327,171,394,178,493,184,546,216,558,323,550,396,3.152781628974642,skateboarding,sports,506.5,321.0
7908,7909,067208439.jpg,817,391,852,311,887,248,911,262,917,332,924,395,899,255,900,154,901.3629,161.2235,888.6371,93.7765,917,214,887,178,865,142,934,166,943,230,920,272,2.059110487564958,skateboarding,sports,899.0,255.0
7909,7910,003211976.jpg,492,477,507,395,537,318,556,318,527,401,554,472,547,318,485,229,487.1316,231.1863,443.8684,186.8137,394,264,433,255,467,238,502,220,555,237,582,259,1.8591869190589736,skateboarding,sports,546.5,318.0
7915,7916,021548198.jpg,423,421,413,332,501,276,541,276,429,324,457,429,521,276,436,210,443.9285,217.8153,358.0715,133.1847,316,324,350,264,409,214,463,206,429,294,366,381,3.6166813517367,skateboarding,sports,521.0,276.0
7917,7918,043307610.jpg,492,369,511,292,421,282,452,275,493,283,466,342,437,279,473,190,475.3966,187.0965,522.6034,129.9035,388,249,398,206,446,170,500,209,534,239,523,209,2.224762459230198,skateboarding,sports,436.5,278.5
7982,7983,082164660.jpg,666,548,656,452,693,362,744,365,736,452,751,556,719,364,715,255,719.1918,237.9334,738.8082,158.0666,629,290,647,272,679,259,751,250,676,301,629,328,2.467218676972108,track and field,sports,718.5,363.5
7983,7984,012228872.jpg,591,585,620,465,675,344,705,348,724,490,729,581,690,346,716,216,712.0298,193.2614,697.9702,112.7386,568,329,635,305,718,223,714,209,638,266,578,313,2.452231636693402,track and field,sports,690.0,346.0
7985,7986,041406862.jpg,540,598,539,492,589,384,635,385,669,504,689,603,612,385,624,278,628.0776,220.9136,632.9224,153.0864,644,214,613,239,578,266,669,289,616,277,578,253,2.04,track and field,sports,612.0,384.5
7986,7987,025369683.jpg,571,652,579,544,635,421,692,430,717,561,726,677,664,426,687,262,688.8478,237.9791,694.1522,169.0209,-1,-1,633,285,636,256,737,267,726,307,685,315,2.0748551756688944,track and field,sports,663.5,425.5
7989,7990,044364565.jpg,634,340,592,313,587,281,615,269,639,302,700,336,601,275,580,209,580.7608,210.6907,561.2392,167.3093,528,282,526,260,550,224,610,194,649,217,642,229,1.4271425997425764,"skiing, downhill",winter activities,601.0,275.0
7991,7992,028665925.jpg,529,409,540,340,544,266,584,265,588,337,587,423,564,266,556,175,555.8641,165.3524,555.1359,113.6476,482,240,495,211,525,175,587,175,620,206,639,225,1.5512988106744618,"skiing, downhill",winter activities,564.0,265.5
7994,7995,064715956.jpg,311,537,338,476,372,395,409,400,400,479,366,544,391,398,415,292,414.7862,270.623,414.2138,213.377,306,348,325,317,369,289,461,295,490,339,500,364,1.7174679036302252,"skiing, downhill",winter activities,390.5,397.5
7999,8000,004455663.jpg,469,567,501,479,402,445,371,421,485,455,450,548,387,433,537,347,540.5026,345.2299,626.4974,301.7701,509,522,506,450,540,357,533,336,512,421,509,506,2.890580564523328,"skiing, downhill",winter activities,386.5,433.0
8000,8001,078444154.jpg,329,367,393,335,435,278,471,298,438,344,382,387,453,288,501,208,499.2979,213.1836,524.7021,135.8164,394,209,415,192,465,190,537,225,561,253,581,283,2.442935938578824,"skiing, downhill",winter activities,453.0,288.0
8165,8166,093595515.jpg,372,471,410,423,407,387,429,387,449,417,449,470,418,387,440,320,445.0284,314.3682,484.9716,269.6318,330,379,358,337,419,313,460,326,480,357,488,393,1.7991998221431658,skateboarding,sports,418.0,387.0
8166,8167,016474104.jpg,376,495,381,428,407,369,454,366,459,392,469,521,431,368,459,255,468.691,232.8752,502.309,156.1248,314,314,342,276,404,240,514,269,556,297,609,314,2.513706426773023,skateboarding,sports,430.5,367.5
8169,8170,080120990.jpg,504,341,511,266,468,245,424,253,411,364,396,472,446,249,437,137,437.948,144.0571,427.052,62.9429,569,120,536,131,474,133,399,140,380,134,375,134,2.4552832830449525,skateboarding,sports,446.0,249.0
8170,8171,077166811.jpg,513,277,476,184,527,199,570,197,614,227,672,321,549,198,548,112,542.0963,128.399,571.9037,45.601,391,201,433,165,508,110,588,113,644,162,696,207,2.64,skateboarding,sports,548.5,198.0
8173,8174,010006467.jpg,607,460,642,406,647,355,687,353,736,390,722,453,667,354,713,290,714.761,289.5142,798.239,266.4858,576,402,602,341,675,275,751,304,814,341,858,386,2.597882214420045,skateboarding,sports,667.0,354.0
8174,8175,058868897.jpg,661,543,619,384,481,270,410,284,522,427,491,561,446,277,604,159,619.5151,155.0,716.4849,130.0,528,326,528,214,605,129,603,189,545,268,539,402,3.004221030483609,skateboarding,sports,445.5,277.0
8176,8177,009332812.jpg,631,541,585,462,697,383,630,390,508,479,575,586,664,387,582,285,578.9993,278.6037,547.0007,210.3963,695,424,711,357,644,281,520,288,511,397,568,397,2.2602088399083837,skateboarding,sports,663.5,386.5
8177,8178,017265740.jpg,734,451,730,354,802,208,746,188,663,307,672,445,774,198,759,113,754.5868,111.316,687.4132,85.684,862,211,875,180,821,141,697,84,625,46,578,52,2.156931153282366,skateboarding,sports,774.0,198.0
8178,8179,001229066.jpg,527,531,433,454,496,326,535,326,496,469,653,525,516,326,396,227,361.9595,227.8728,235.0405,231.1272,328,431,349,363,347,268,444,185,549,216,613,286,3.808823440381556,skateboarding,sports,515.5,326.0
8179,8180,059365258.jpg,367,413,433,279,450,190,482,213,562,298,471,373,466,202,537,105,549.9983,102.3499,627.0017,86.6501,410,26,450,48,514,78,560,131,616,130,649,120,2.35762592452662,skateboarding,sports,466.0,201.5
8182,8183,098204009.jpg,616,295,621,252,750,212,713,167,573,170,599,282,732,190,623,72,614.16,77.4145,551.84,115.5855,720,103,673,100,626,78,619,66,574,19,-1,-1,2.192423316788982,skateboarding,sports,731.5,189.5
8183,8184,006303365.jpg,754,469,794,405,803,378,829,384,835,437,813,461,816,381,823,298,822.917,297.7053,803.083,227.2947,758,400,768,355,786,291,860,304,879,359,872,407,2.1945240941944566,skateboarding,sports,816.0,381.0
